"","date","GSPC.Close"
"134","2020-07-14",3197.52002
"135","2020-07-15",3226.560059
"136","2020-07-16",3215.570068
"137","2020-07-17",3224.72998
"138","2020-07-20",3251.840088
"139","2020-07-21",3257.300049
"140","2020-07-22",3276.02002
"141","2020-07-23",3235.659912
"142","2020-07-24",3215.629883
"143","2020-07-27",3239.409912
"144","2020-07-28",3218.439941
"145","2020-07-29",3258.439941
"146","2020-07-30",3246.219971
"147","2020-07-31",3271.120117
"148","2020-08-03",3294.610107
"149","2020-08-04",3306.51001
"150","2020-08-05",3327.77002
"151","2020-08-06",3349.159912
"152","2020-08-07",3351.280029
"153","2020-08-10",3360.469971
"154","2020-08-11",3333.689941
"155","2020-08-12",3380.350098
"156","2020-08-13",3373.429932
"157","2020-08-14",3372.850098
"158","2020-08-17",3381.98999
"159","2020-08-18",3389.780029
"160","2020-08-19",3374.850098
"161","2020-08-20",3385.51001
"162","2020-08-21",3397.159912
"163","2020-08-24",3431.280029
"164","2020-08-25",3443.620117
"165","2020-08-26",3478.72998
"166","2020-08-27",3484.550049
"167","2020-08-28",3508.01001
"168","2020-08-31",3500.310059
"169","2020-09-01",3526.649902
"170","2020-09-02",3580.840088
"171","2020-09-03",3455.060059
"172","2020-09-04",3426.959961
"173","2020-09-08",3331.840088
"174","2020-09-09",3398.959961
"175","2020-09-10",3339.189941
"176","2020-09-11",3340.969971
"177","2020-09-14",3383.540039
"178","2020-09-15",3401.199951
"179","2020-09-16",3385.48999
"180","2020-09-17",3357.01001
"181","2020-09-18",3319.469971
"182","2020-09-21",3281.060059
"183","2020-09-22",3315.570068
"184","2020-09-23",3236.919922
"185","2020-09-24",3246.590088
"186","2020-09-25",3298.459961
"187","2020-09-28",3351.600098
"188","2020-09-29",3335.469971
"189","2020-09-30",3363
"190","2020-10-01",3380.800049
"191","2020-10-02",3348.419922
"192","2020-10-05",3408.600098
"193","2020-10-06",3360.969971
"194","2020-10-07",3419.439941
"195","2020-10-08",3446.830078
"196","2020-10-09",3477.139893
"197","2020-10-12",3534.219971
"198","2020-10-13",3511.929932
"199","2020-10-14",3488.669922
"200","2020-10-15",3483.340088
"201","2020-10-16",3483.810059
"202","2020-10-19",3426.919922
"203","2020-10-20",3443.120117
"204","2020-10-21",3435.560059
"205","2020-10-22",3453.48999
"206","2020-10-23",3465.389893
"207","2020-10-26",3400.969971
"208","2020-10-27",3390.679932
"209","2020-10-28",3271.030029
"210","2020-10-29",3310.110107
"211","2020-10-30",3269.959961
"212","2020-11-02",3310.23999
"213","2020-11-03",3369.159912
"214","2020-11-04",3443.439941
"215","2020-11-05",3510.449951
"216","2020-11-06",3509.439941
"217","2020-11-09",3550.5
"218","2020-11-10",3545.530029
"219","2020-11-11",3572.659912
"220","2020-11-12",3537.01001
"221","2020-11-13",3585.149902
"222","2020-11-16",3626.909912
"223","2020-11-17",3609.530029
"224","2020-11-18",3567.790039
"225","2020-11-19",3581.870117
"226","2020-11-20",3557.540039
"227","2020-11-23",3577.590088
"228","2020-11-24",3635.409912
"229","2020-11-25",3629.649902
"230","2020-11-27",3638.350098
"231","2020-11-30",3621.629883
"232","2020-12-01",3662.449951
"233","2020-12-02",3669.01001
"234","2020-12-03",3666.719971
"235","2020-12-04",3699.120117
"236","2020-12-07",3691.959961
"237","2020-12-08",3702.25
"238","2020-12-09",3672.820068
"239","2020-12-10",3668.100098
"240","2020-12-11",3663.459961
"241","2020-12-14",3647.48999
"242","2020-12-15",3694.620117
"243","2020-12-16",3701.169922
"244","2020-12-17",3722.47998
"245","2020-12-18",3709.409912
"246","2020-12-21",3694.919922
"247","2020-12-22",3687.26001
"248","2020-12-23",3690.01001
"249","2020-12-24",3703.060059
"250","2020-12-28",3735.360107
"251","2020-12-29",3727.040039
"252","2020-12-30",3732.040039
"253","2020-12-31",3756.070068
